Yıl,Yaş,Kişi başına gayri safi yurt içi hasılat ($),CLASS
1987,1,796,1
1988,1,769,1
1989,1,833,1
1992,2,251,1
1993,2,437,1
1994,2,697,1
1995,2,835,1
1996,2,1127,1
1997,2,793,1
1998,2,899,1
1999,2,1127,1
2000,2,1299,1
2001,2,1451,1
2001,3,1451,1
2002,3,1573,1
2002,2,1573,1
2003,2,2021,1
2003,3,2021,1
2004,3,2544,1
2004,2,2544,1
2005,2,2931,1
2005,3,2931,1
2006,2,3235,1
2006,3,3235,1
2007,3,3863,1
2007,2,3863,1
2008,2,4672,1
2008,3,4672,1
2009,2,4387,1
2009,3,4387,1
2010,2,4359,1
2010,3,4359,1
1985,1,9759,1
1986,1,13911,1
1987,1,17415,1
1988,1,18663,1
1989,1,18544,1
1990,1,23020,1
1991,2,23808,1
1992,2,26450,1
1993,2,25611,1
1994,2,27274,1
1995,2,32237,1
1996,2,31660,1
1997,2,28325,1
1998,2,28972,1
1999,2,28722,1
2000,2,25922,1
2001,3,25848,1
2001,2,25848,1
2002,3,27772,1
2002,2,27772,1
2003,3,33889,1
2003,2,33889,1
2004,3,38711,1
2004,2,38711,1
2005,3,40367,1
2005,2,40367,1
2006,3,42698,1
2006,2,42698,1
2007,3,49218,1
2007,2,49218,1
2008,3,54294,1
2008,2,54294,1
2009,3,50356,1
2009,2,50356,1
2010,3,49181,1
2010,2,49181,1
2011,3,53923,1
2012,3,50979,1
2013,3,53229,1
2014,3,54278,1
2015,3,46484,1
2016,3,46976,1
1990,1,2301,1
1991,2,1899,1
1992,2,1780,1
1993,2,1689,1
1994,2,1547,1
1995,2,1444,1
1996,2,1524,1
1997,2,1458,1
1998,2,1570,1
1999,2,1269,1
2000,2,1335,1
2001,2,1299,1
2001,3,1299,1
2002,2,1541,1
2002,3,1541,1
2003,2,1892,1
2003,3,1892,1
2007,3,4898,1
2007,2,4898,1
2008,3,6601,1
2008,2,6601,1
2009,3,5366,1
2009,2,5366,1
2010,3,6371,1
2010,2,6371,1
2011,3,6902,1
2013,3,8477,1
2014,3,8849,1
1985,1,9356,1
1986,1,12992,1
1987,1,16165,1
1988,1,17509,1
1989,1,17659,1
1990,1,22032,1
1991,2,22523,1
1992,2,25036,1
1993,2,23875,1
1994,2,25922,1
1995,2,30394,1
1996,2,29438,1
1997,2,26609,1
1998,2,27087,1
1999,2,26969,1
2000,2,24592,1
2001,3,24494,1
2001,2,24494,1
2002,3,26526,1
2002,2,26526,1
2003,3,32538,1
2003,2,32538,1
2004,3,37661,1
2004,2,37661,1
2005,3,39124,1
2005,2,39124,1
2006,3,41135,1
2006,2,41135,1
2007,3,47040,1
2007,2,47040,1
2008,3,51345,1
2008,2,51345,1
2009,3,47630,1
2009,2,47630,1
2010,3,47355,1
2010,2,47355,1
2011,3,50893,1
2012,3,47678,1
2013,3,49489,1
2014,3,50173,1
2015,3,42830,1
2011,3,5076,1
2014,3,5079,1
1985,1,2044,1
1986,1,2413,1
1987,1,3355,1
1988,1,2688,1
1989,1,2617,1
1990,1,2451,1
1991,2,1298,1
1992,2,1287,1
1993,2,1354,1
1994,2,1213,1
1995,2,1636,1
1996,2,1270,1
1997,2,1411,1
1998,2,1852,1
1999,2,1715,1
2000,2,1680,1
2001,3,1854,1
2001,2,1854,1
2002,3,2157,1
2002,2,2157,1
2003,3,2800,1
2003,2,2800,1
2004,3,3485,1
2004,2,3485,1
2005,3,4003,1
2005,2,4003,1
2006,3,4638,1
2006,2,4638,1
2007,3,6073,1
2007,2,6073,1
2008,3,7487,1
2008,2,7487,1
2009,3,7186,1
2009,2,7186,1
2010,3,7066,1
2010,2,7066,1
2011,3,8137,1
2012,3,7745,1
2013,3,8057,1
2014,3,8241,1
1995,2,4978,1
1996,2,5610,1
1997,2,5546,1
1998,2,6015,1
1999,2,5459,1
2000,2,5288,1
2001,3,5571,1
2001,2,5571,1
2002,3,6373,1
2002,2,6373,1
2003,3,8202,1
2003,2,8202,1
2004,3,9829,1
2004,2,9829,1
2005,3,10722,1
2005,2,10722,1
2006,3,11914,1
2006,2,11914,1
2007,3,14204,1
2007,2,14204,1
2008,3,16680,1
2008,2,16680,1
2009,3,14872,1
2009,2,14872,1
2010,3,14232,1
2010,2,14232,1
2011,3,14890,1
2012,3,13952,1
2013,3,14362,1
2014,3,14299,1
2015,3,12351,1
2016,3,12905,1
1999,2,12389,1
2000,2,11635,1
2004,2,25227,1
2004,3,25227,1
2005,2,26671,1
2005,3,26671,1
2006,2,28600,1
2006,3,28600,1
2007,3,33048,1
2007,2,33048,1
2008,3,37267,1
2008,2,37267,1
2009,3,33816,1
2009,2,33816,1
2010,3,32477,1
2010,2,32477,1
2011,3,34249,1
2012,3,30752,1
2013,3,29624,1
2014,3,29024,1
2015,3,24718,1
2016,3,25098,1
1990,1,4168,1
1991,2,3070,1
1992,2,3573,1
1993,2,4186,1
1994,2,4891,1
1995,2,6134,1
1996,2,6861,1
1997,2,6314,1
1998,2,6779,1
1999,2,6606,1
2000,2,6278,1
2001,3,6863,1
2001,2,6863,1
2002,3,8399,1
2002,2,8399,1
2003,3,10220,1
2003,2,10220,1
2004,3,12226,1
2004,2,12226,1
2005,3,13961,1
2005,2,13961,1
2006,3,15896,1
2006,2,15896,1
2007,3,19273,1
2007,2,19273,1
2008,3,23811,1
2008,2,23811,1
2009,3,20748,1
2009,2,20748,1
2010,3,20862,1
2010,2,20862,1
2011,3,23010,1
2012,3,20898,1
2013,3,21073,1
2014,3,20859,1
2015,3,18703,1
2016,3,19505,1
1994,2,32034,1
1995,2,37841,1
1996,2,38158,1
1997,2,35148,1
1998,2,35710,1
1999,2,35763,1
2000,2,32841,1
2001,3,32837,1
2001,2,32837,1
2002,3,35435,1
2002,2,35435,1
2003,3,43129,1
2003,2,43129,1
2004,3,49552,1
2004,2,49552,1
2005,3,51960,1
2005,2,51960,1
2006,3,55354,1
2006,2,55354,1
2007,3,62229,1
2007,2,62229,1
2008,3,68447,1
2008,2,68447,1
2009,3,61863,1
2009,2,61863,1
2010,3,61711,1
2010,2,61711,1
2011,3,65598,1
2012,3,62071,1
2013,3,64831,1
2014,3,66114,1
2015,3,55972,1
1990,1,1555,1
1991,2,1267,1
1992,2,740,1
1994,2,556,1
1995,2,611,1
1996,2,718,1
1997,2,828,1
1998,2,858,1
1999,2,669,1
2000,2,734,1
2001,2,777,1
2001,3,777,1
2004,3,1253,1
2004,2,1253,1
2005,3,1552,1
2005,2,1552,1
2006,3,1859,1
2006,2,1859,1
2007,3,2448,1
2007,2,2448,1
2009,3,2589,1
2009,2,2589,1
2010,2,2775,1
2010,3,2775,1
2011,3,3435,1
2012,3,3772,1
2013,3,3850,1
2014,3,4757,1
2015,3,4046,1
1990,1,23546,1
1991,2,24662,1
1992,2,27888,1
1993,2,26937,1
1994,2,28588,1
1995,2,33420,1
1996,2,32147,1
1997,2,28420,1
1998,2,28733,1
1999,2,28154,1
2000,2,24922,1
2001,3,24874,1
2001,2,24874,1
2002,3,26441,1
2002,2,26441,1
2003,3,31816,1
2003,2,31816,1
2004,3,35772,1
2004,2,35772,1
2005,3,36289,1
2005,2,36289,1
2006,3,38088,1
2006,2,38088,1
2007,3,43667,1
2007,2,43667,1
2008,3,47702,1
2008,2,47702,1
2009,3,43570,1
2009,2,43570,1
2010,3,43614,1
2010,2,43614,1
2011,3,47947,1
2012,3,45142,1
2013,3,48563,1
2014,3,50167,1
2015,3,43201,1
1985,1,5156,1
1986,1,6040,1
1987,1,6994,1
1988,1,8070,1
1989,1,8310,1
1990,1,10179,1
1991,2,10816,1
1992,2,11818,1
1993,2,10957,1
1994,2,11638,1
1995,2,13550,1
1996,2,14330,1
1997,2,13968,1
1998,2,14008,1
1999,2,13756,1
2000,2,12509,1
2001,3,13043,1
2001,2,13043,1
2002,3,14676,1
2002,2,14676,1
2003,3,19202,1
2003,2,19202,1
2004,3,22804,1
2004,2,22804,1
2005,3,23414,1
2005,2,23414,1
2006,3,25739,1
2006,2,25739,1
2007,2,29896,1
2007,3,29896,1
2008,3,33168,1
2008,2,33168,1
2009,3,30785,1
2009,2,30785,1
2010,3,27886,1
2010,2,27886,1
2011,3,26825,1
2012,3,23309,1
2013,3,22994,1
2014,3,22834,1
2015,3,18927,1
1991,2,3561,1
1992,2,3970,1
1993,2,4116,1
1994,2,4431,1
1995,2,4767,1
1996,2,4792,1
1997,2,4856,1
1998,2,5010,1
1999,2,5147,1
2000,2,4966,1
2001,3,5546,1
2001,2,5546,1
2002,3,6995,1
2002,2,6995,1
2003,3,8840,1
2003,2,8840,1
2004,3,10806,1
2004,2,10806,1
2005,3,11764,1
2005,2,11764,1
2006,3,12021,1
2006,2,12021,1
2007,3,14609,1
2007,2,14609,1
2008,3,16540,1
2008,2,16540,1
2009,3,13697,1
2009,2,13697,1
2010,3,13761,1
2010,2,13761,1
2011,3,14827,1
2012,3,13525,1
2013,3,14333,1
2014,3,14886,1
2015,3,13087,1
2016,3,13448,1
1985,1,13357,1
1986,1,17681,1
1987,1,24107,1
1988,1,26249,1
1989,1,24089,1
1990,1,27316,1
1991,2,28857,1
1992,2,29311,1
1993,2,25474,1
1994,2,25937,1
1995,2,28680,1
1996,2,29740,1
1997,2,30326,1
1998,2,33513,1
1999,2,34858,1
2000,2,34372,1
2001,3,30850,1
2001,2,30850,1
2002,2,34556,1
2002,3,34556,1
2003,2,42174,1
2003,3,42174,1
2004,3,50528,1
2004,2,50528,1
2005,2,60712,1
2005,3,60712,1
2006,2,60243,1
2006,3,60243,1
2007,3,73590,1
2007,2,73590,1
2008,2,59489,1
2008,3,59489,1
2009,2,43700,1
2009,3,43700,1
2010,3,45179,1
2010,2,45179,1
2011,3,49861,1
2012,3,48083,1
2013,3,51749,1
2014,3,56833,1
2015,3,54909,1
2016,3,64708,1
1985,1,6638,1
1986,1,8937,1
1987,1,10515,1
1988,1,11696,1
1989,1,12188,1
1990,1,15312,1
1991,2,15328,1
1992,2,17051,1
1993,2,15872,1
1994,2,17188,1
1995,2,20689,1
1996,2,22478,1
1997,2,24259,1
1998,2,26115,1
1999,2,28344,1
2000,2,28340,1
2001,2,30536,1
2001,3,30536,1
2002,2,35154,1
2002,3,35154,1
2003,2,44473,1
2003,3,44473,1
2004,2,51662,1
2004,3,51662,1
2005,2,55213,1
2005,3,55213,1
2006,2,58941,1
2006,3,58941,1
2007,2,67032,1
2007,3,67032,1
2008,2,67173,1
2008,3,67173,1
2009,2,57390,1
2009,3,57390,1
2010,2,52042,1
2010,3,52042,1
2011,3,56655,1
2012,3,53443,1
2013,3,56628,1
2014,3,59634,1
1985,1,8329,1
1986,1,11762,1
1987,1,14756,1
1988,1,16282,1
1989,1,16922,1
1990,1,21472,1
1991,2,22805,1
1992,2,24297,1
1993,2,19605,1
1994,2,20235,1
1995,2,21625,1
1996,2,24172,1
1997,2,22869,1
1998,2,23342,1
1999,2,23002,1
2000,2,21027,1
2001,3,21392,1
2001,2,21392,1
2002,3,23227,1
2002,2,23227,1
2003,3,28572,1
2003,2,28572,1
2004,3,32704,1
2004,2,32704,1
2005,3,33536,1
2005,2,33536,1
2006,3,34578,1
2006,2,34578,1
2007,3,38935,1
2007,2,38935,1
2008,3,41935,1
2008,2,41935,1
2009,3,38101,1
2009,2,38101,1
2010,3,36869,1
2010,2,36869,1
2011,3,40210,1
2012,3,36497,1
2013,3,37050,1
2014,3,37035,1
2015,3,31537,1
1995,2,2324,1
1996,2,2484,1
1997,2,3008,1
1998,2,3354,1
1999,2,3292,1
2000,2,3481,1
2001,2,3719,1
2001,3,3719,1
2002,2,4360,1
2002,3,4360,1
2003,2,5778,1
2003,3,5778,1
2004,2,7028,1
2004,3,7028,1
2005,2,8229,1
2005,3,8229,1
2006,2,9667,1
2006,3,9667,1
2007,2,12869,1
2007,3,12869,1
2008,3,15669,1
2008,2,15669,1
2009,2,12412,1
2009,3,12412,1
2010,2,12584,1
2010,3,12584,1
2011,3,15097,1
2012,3,15099,1
2013,3,16538,1
2014,3,17442,1
2015,3,15073,1
2016,3,15742,1
1985,1,13743,1
1986,1,20004,1
1987,1,24654,1
1988,1,27676,1
1989,1,29239,1
1990,1,36871,1
1991,2,39465,1
1992,2,43740,1
1993,2,44320,1
1994,2,48610,1
1995,2,56499,1
1996,2,56169,1
1997,2,50260,1
1998,2,50788,1
1999,2,55054,1
2000,2,51841,1
2001,3,51391,1
2001,2,51391,1
2002,2,56484,1
2002,3,56484,1
2003,3,69768,1
2003,2,69768,1
2004,3,80639,1
2004,2,80639,1
2005,3,85397,1
2005,2,85397,1
2006,3,95351,1
2006,2,95351,1
2007,2,112581,1
2007,3,112581,1
2008,3,121315,1
2008,2,121315,1
2009,3,109483,1
2009,2,109483,1
2010,3,111328,1
2010,2,111328,1
2011,3,122729,1
2012,3,113120,1
2013,3,120423,1
2014,3,126352,1
2015,3,107456,1
1985,1,3639,1
1986,1,4544,1
1987,1,5517,1
1988,1,6295,1
1989,1,6539,1
1990,1,7780,1
1991,2,8313,1
1992,2,9040,1
1993,2,8022,1
1994,2,8775,1
1995,2,9974,1
1996,2,10254,1
1997,2,10575,1
1998,2,11103,1
1999,2,11607,1
2000,2,11873,1
2001,2,11691,1
2001,3,11691,1
2002,2,12524,1
2002,3,12524,1
2003,3,14444,1
2003,2,14444,1
2004,3,15916,1
2004,2,15916,1
2005,3,16648,1
2005,2,16648,1
2006,3,17504,1
2006,2,17504,1
2007,2,20333,1
2007,3,20333,1
2008,3,23007,1
2008,2,23007,1
2009,3,21695,1
2009,2,21695,1
2010,3,22132,1
2010,2,22132,1
2011,3,23984,1
2012,3,23074,1
2013,3,25191,1
2014,3,27634,1
2015,3,25750,1
1985,1,10428,1
1986,1,14479,1
1987,1,17560,1
1988,1,18661,1
1989,1,18310,1
1990,1,22425,1
1991,2,22906,1
1992,2,25205,1
1993,2,24385,1
1994,2,25997,1
1995,2,30850,1
1996,2,30625,1
1997,2,28156,1
1998,2,29351,1
1999,2,29799,1
2000,2,27644,1
2001,3,28366,1
2001,2,28366,1
2002,3,30757,1
2002,2,30757,1
2003,3,37614,1
2003,2,37614,1
2004,3,42614,1
2004,2,42614,1
2005,3,44289,1
2005,2,44289,1
2006,3,47281,1
2006,2,47281,1
2007,3,54418,1
2007,2,54418,1
2008,3,60375,1
2008,2,60375,1
2009,3,54988,1
2009,2,54988,1
2010,2,53302,1
2010,3,53302,1
2011,3,56667,1
2012,3,52334,1
2013,3,54510,1
2014,3,55325,1
2015,3,47206,1
2016,3,48108,1
1986,1,20117,1
1987,1,23980,1
1988,1,25820,1
1989,1,25945,1
1990,1,30240,1
1991,2,30678,1
1992,2,32793,1
1993,2,30066,1
1994,2,31520,1
1995,2,37483,1
1996,2,40098,1
1997,2,39335,1
1998,2,37334,1
1999,2,39013,1
2000,2,41099,1
2001,3,41281,1
2001,2,41281,1
2002,3,46049,1
2002,2,46049,1
2003,3,53533,1
2003,2,53533,1
2004,3,61450,1
2004,2,61450,1
2005,3,71215,1
2005,2,71215,1
2006,3,79007,1
2006,2,79007,1
2007,3,90797,1
2007,2,90797,1
2008,3,103431,1
2008,2,103431,1
2009,3,85394,1
2009,2,85394,1
2010,3,93638,1
2010,2,93638,1
2011,3,107430,1
2012,3,108408,1
2013,3,109804,1
2014,3,103443,1
2015,3,79187,1
1990,1,1876,1
1991,2,2416,1
1992,2,2650,1
1993,2,2683,1
1994,2,3081,1
1995,2,3937,1
1996,2,4413,1
1999,2,4640,1
2000,2,4744,1
2001,2,5249,1
2001,3,5249,1
2002,2,5466,1
2002,3,5466,1
2003,2,5983,1
2003,3,5983,1
2004,2,7014,1
2004,3,7014,1
2005,2,8417,1
2005,3,8417,1
2006,2,9485,1
2006,3,9485,1
2007,2,11816,1
2007,3,11816,1
2008,2,14721,1
2008,3,14721,1
2009,2,12141,1
2009,3,12141,1
2010,2,13304,1
2010,3,13304,1
2011,3,14686,1
2012,3,13894,1
2013,3,14552,1
2014,3,15119,1
2015,3,13228,1
1985,1,2912,1
1986,1,4145,1
1987,1,5138,1
1988,1,5995,1
1989,1,6436,1
1990,1,8356,1
1991,2,9483,1
1992,2,11445,1
1993,2,10098,1
1994,2,10566,1
1995,2,12469,1
1996,2,12887,1
1997,2,12237,1
1998,2,12892,1
1999,2,13180,1
2000,2,12152,1
2001,3,12391,1
2001,2,12391,1
2002,3,13614,1
2002,2,13614,1
2003,3,16671,1
2003,2,16671,1
2007,3,24003,1
2007,2,24003,1
2008,3,26121,1
2008,2,26121,1
2009,3,24254,1
2009,2,24254,1
2010,3,23673,1
2010,2,23673,1
2011,3,24337,1
2012,3,21573,1
2013,3,22641,1
2014,3,23091,1
1989,1,1973,1
1990,1,1822,1
1991,2,1351,1
1992,2,1183,1
1993,2,1237,1
1994,2,1406,1
1995,2,1756,1
1996,2,1738,1
1997,2,1677,1
1998,2,1967,1
1999,2,1698,1
2000,2,1758,1
2001,3,1914,1
2001,2,1914,1
2002,3,2231,1
2002,2,2231,1
2003,2,2898,1
2003,3,2898,1
2004,2,3698,1
2004,3,3698,1
2005,2,4847,1
2005,3,4847,1
2006,2,6018,1
2006,3,6018,1
2007,2,8593,1
2007,3,8593,1
2008,2,10454,1
2008,3,10454,1
2009,2,8465,1
2009,3,8465,1
2010,2,8190,1
2010,3,8190,1
2011,3,9086,1
2012,3,9015,1
2013,3,10080,1
2014,3,10526,1
2015,3,9431,1
2016,3,10020,1
1999,2,48255,1
2000,2,43435,1
2005,2,69301,1
2005,3,69301,1
1995,2,11291,1
1996,2,11346,1
1997,2,11014,1
1998,2,11767,1
1999,2,12041,1
2000,2,10783,1
2001,3,10979,1
2001,2,10979,1
2002,3,12362,1
2002,2,12362,1
2003,3,15568,1
2003,2,15568,1
2004,2,18067,1
2004,3,18067,1
2005,3,19012,1
2005,2,19012,1
2006,3,20634,1
2006,2,20634,1
2007,3,24964,1
2007,2,24964,1
2008,3,28599,1
2008,2,28599,1
2009,3,25872,1
2009,2,25872,1
2010,3,24689,1
2010,2,24689,1
2011,3,26377,1
2012,3,23820,1
2013,3,24697,1
2014,3,25569,1
2015,3,22036,1
1985,1,5009,1
1986,1,6919,1
1987,1,8727,1
1988,1,10250,1
1989,1,11258,1
1990,1,14517,1
1991,2,15574,1
1992,2,17005,1
1993,2,14106,1
1994,2,14223,1
1995,2,16444,1
1996,2,17166,1
1997,2,15738,1
1998,2,16473,1
1999,2,16756,1
2000,2,15538,1
2001,3,16169,1
2001,2,16169,1
2002,3,17924,1
2002,2,17924,1
2003,3,22701,1
2003,2,22701,1
2004,3,26372,1
2004,2,26372,1
2005,3,28092,1
2005,2,28092,1
2006,3,30246,1
2006,2,30246,1
2007,3,34769,1
2007,2,34769,1
2008,3,37848,1
2008,2,37848,1
2009,3,34470,1
2009,2,34470,1
2010,3,32839,1
2010,2,32839,1
2011,3,34097,1
2012,3,30146,1
2013,3,30792,1
2014,3,31171,1
2015,3,27108,1
1987,1,22813,1
1988,1,25731,1
1989,1,26978,1
1990,1,32246,1
1991,2,33623,1
1992,2,34721,1
1993,2,25880,1
1994,2,27658,1
1995,2,32072,1
1996,2,34819,1
1997,2,31821,1
1998,2,31966,1
1999,2,32328,1
2000,2,30896,1
2001,3,28429,1
2001,2,28429,1
2002,3,31175,1
2002,2,31175,1
2003,3,38997,1
2003,2,38997,1
2004,3,44831,1
2004,2,44831,1
2005,3,45563,1
2005,2,45563,1
2006,3,48977,1
2006,2,48977,1
2007,3,56531,1
2007,2,56531,1
2008,3,59155,1
2008,2,59155,1
2009,3,49070,1
2009,2,49070,1
2010,3,55352,1
2010,2,55352,1
2011,3,63380,1
2012,3,60776,1
2013,3,64133,1
2014,3,62956,1
2015,3,54629,1
2016,3,55594,1
1995,2,51774,1
1996,2,49621,1
1997,2,42923,1
1998,2,43872,1
1999,2,42859,1
2000,2,39952,1
2001,3,40582,1
2001,2,40582,1
2002,3,43419,1
2002,2,43419,1
2003,3,50639,1
2003,2,50639,1
2004,3,56123,1
2004,2,56123,1
2005,3,57790,1
2005,2,57790,1
2006,3,60536,1
2006,2,60536,1
2007,3,66807,1
2007,2,66807,1
2008,3,76202,1
2008,2,76202,1
2009,3,73529,1
2009,2,73529,1
2010,3,78474,1
2010,2,78474,1
2011,3,93053,1
2012,3,87951,1
2013,3,89634,1
2014,3,90809,1
2015,3,86068,1
2009,3,9773,1
2009,2,9773,1
2010,3,11525,1
2010,2,11525,1
2011,3,12237,1
2012,3,12671,1
2013,3,13603,1
2014,3,13170,1
2015,3,11961,1
1987,1,1353,1
1988,1,1571,1
1989,1,1732,1
1990,1,1698,1
1991,2,1607,1
1992,2,1525,1
1993,2,1349,1
1994,2,1081,1
1995,2,996,1
1996,2,925,1
1997,2,1046,1
1998,2,879,1
1999,2,666,1
2000,2,663,1
2001,2,812,1
2001,3,812,1
2002,3,920,1
2002,2,920,1
2003,3,1097,1
2003,2,1097,1
2004,3,1432,1
2004,2,1432,1
2005,3,1917,1
2005,2,1917,1
2006,3,2418,1
2006,2,2418,1
2007,3,3229,1
2007,2,3229,1
2008,3,4104,1
2008,2,4104,1
2009,3,2691,1
2009,2,2691,1
2010,3,3141,1
2010,2,3141,1
2011,3,3788,1
2012,3,4096,1
2014,3,3299,1
2015,3,2256,1
1985,1,9231,1
1986,1,11323,1
1987,1,13996,1
1988,1,17072,1
1989,1,17349,1
1990,1,20411,1
1991,2,21201,1
1992,2,21815,1
1993,2,19553,1
1994,2,20927,1
1995,2,24389,1
1996,2,25609,1
1997,2,28091,1
1998,2,29508,1
1999,2,29832,1
2000,2,29358,1
2001,3,29179,1
2001,2,29179,1
2002,3,31630,1
2002,2,31630,1
2003,3,36289,1
2003,2,36289,1
2004,3,42486,1
2004,2,42486,1
2005,3,44372,1
2005,2,44372,1
2006,2,47163,1
2006,3,47163,1
2007,3,53576,1
2007,2,53576,1
2008,3,50111,1
2008,2,50111,1
2009,2,41074,1
2009,3,41074,1
2010,3,41798,1
2010,2,41798,1
2011,3,44491,1
2012,3,44585,1
2013,3,45594,1
2014,3,49906,1
2015,3,47240,1
1987,1,796,2
1988,1,769,2
1989,1,833,2
1992,2,251,2
1993,2,437,2
1994,2,697,2
1995,2,835,2
1996,2,1127,2
1997,2,793,2
1998,2,899,2
1999,2,1127,2
2000,2,1299,2
2001,3,1451,2
2001,2,1451,2
2002,3,1573,2
2002,2,1573,2
2003,3,2021,2
2003,2,2021,2
2004,3,2544,2
2004,2,2544,2
2005,2,2931,2
2005,3,2931,2
2006,2,3235,2
2006,3,3235,2
2007,3,3863,2
2007,2,3863,2
2008,3,4672,2
2008,2,4672,2
2009,2,4387,2
2009,3,4387,2
2010,3,4359,2
2010,2,4359,2
1985,1,9759,2
1986,1,13911,2
1987,1,17415,2
1988,1,18663,2
1989,1,18544,2
1990,1,23020,2
1991,2,23808,2
1992,2,26450,2
1993,2,25611,2
1994,2,27274,2
1995,2,32237,2
1996,2,31660,2
1997,2,28325,2
1998,2,28972,2
1999,2,28722,2
2000,2,25922,2
2001,3,25848,2
2001,2,25848,2
2002,3,27772,2
2002,2,27772,2
2003,3,33889,2
2003,2,33889,2
2004,3,38711,2
2004,2,38711,2
2005,3,40367,2
2005,2,40367,2
2006,3,42698,2
2006,2,42698,2
2007,3,49218,2
2007,2,49218,2
2008,3,54294,2
2008,2,54294,2
2009,3,50356,2
2009,2,50356,2
2010,3,49181,2
2010,2,49181,2
2011,3,53923,2
2012,3,50979,2
2013,3,53229,2
2014,3,54278,2
2015,3,46484,2
2016,3,46976,2
1990,1,2301,2
1991,2,1899,2
1992,2,1780,2
1993,2,1689,2
1994,2,1547,2
1995,2,1444,2
1996,2,1524,2
1997,2,1458,2
1998,2,1570,2
1999,2,1269,2
2000,2,1335,2
2001,3,1299,2
2001,2,1299,2
2002,3,1541,2
2002,2,1541,2
2003,3,1892,2
2003,2,1892,2
2007,3,4898,2
2007,2,4898,2
2008,3,6601,2
2008,2,6601,2
2009,3,5366,2
2009,2,5366,2
2010,3,6371,2
2010,2,6371,2
2011,3,6902,2
2013,3,8477,2
2014,3,8849,2
1985,1,9356,2
1986,1,12992,2
1987,1,16165,2
1988,1,17509,2
1989,1,17659,2
1990,1,22032,2
1991,2,22523,2
1992,2,25036,2
1993,2,23875,2
1994,2,25922,2
1995,2,30394,2
1996,2,29438,2
1997,2,26609,2
1998,2,27087,2
1999,2,26969,2
2000,2,24592,2
2001,3,24494,2
2001,2,24494,2
2002,2,26526,2
2002,3,26526,2
2003,2,32538,2
2003,3,32538,2
2004,2,37661,2
2004,3,37661,2
2005,2,39124,2
2005,3,39124,2
2006,2,41135,2
2006,3,41135,2
2007,2,47040,2
2007,3,47040,2
2008,2,51345,2
2008,3,51345,2
2009,2,47630,2
2009,3,47630,2
2010,2,47355,2
2010,3,47355,2
2011,3,50893,2
2012,3,47678,2
2013,3,49489,2
2014,3,50173,2
2015,3,42830,2
2011,3,5076,2
2014,3,5079,2
1985,1,2044,2
1986,1,2413,2
1987,1,3355,2
1988,1,2688,2
1989,1,2617,2
1990,1,2451,2
1991,2,1298,2
1992,2,1287,2
1993,2,1354,2
1994,2,1213,2
1995,2,1636,2
1996,2,1270,2
1997,2,1411,2
1998,2,1852,2
1999,2,1715,2
2000,2,1680,2
2001,3,1854,2
2001,2,1854,2
2002,3,2157,2
2002,2,2157,2
2003,3,2800,2
2003,2,2800,2
2004,3,3485,2
2004,2,3485,2
2005,3,4003,2
2005,2,4003,2
2006,3,4638,2
2006,2,4638,2
2007,3,6073,2
2007,2,6073,2
2008,3,7487,2
2008,2,7487,2
2009,3,7186,2
2009,2,7186,2
2010,3,7066,2
2010,2,7066,2
2011,3,8137,2
2012,3,7745,2
2013,3,8057,2
2014,3,8241,2
1995,2,4978,2
1996,2,5610,2
1997,2,5546,2
1998,2,6015,2
1999,2,5459,2
2000,2,5288,2
2001,3,5571,2
2001,2,5571,2
2002,3,6373,2
2002,2,6373,2
2003,3,8202,2
2003,2,8202,2
2004,3,9829,2
2004,2,9829,2
2005,3,10722,2
2005,2,10722,2
2006,3,11914,2
2006,2,11914,2
2007,3,14204,2
2007,2,14204,2
2008,3,16680,2
2008,2,16680,2
2009,3,14872,2
2009,2,14872,2
2010,3,14232,2
2010,2,14232,2
2011,3,14890,2
2012,3,13952,2
2013,3,14362,2
2014,3,14299,2
2015,3,12351,2
2016,3,12905,2
1999,2,12389,2
2000,2,11635,2
2004,2,25227,2
2004,3,25227,2
2005,2,26671,2
2005,3,26671,2
2006,2,28600,2
2006,3,28600,2
2007,2,33048,2
2007,3,33048,2
2008,2,37267,2
2008,3,37267,2
2009,3,33816,2
2009,2,33816,2
2010,2,32477,2
2010,3,32477,2
2011,3,34249,2
2012,3,30752,2
2013,3,29624,2
2014,3,29024,2
2015,3,24718,2
2016,3,25098,2
1990,1,4168,2
1991,2,3070,2
1992,2,3573,2
1993,2,4186,2
1994,2,4891,2
1995,2,6134,2
1996,2,6861,2
1997,2,6314,2
1998,2,6779,2
1999,2,6606,2
2000,2,6278,2
2001,3,6863,2
2001,2,6863,2
2002,3,8399,2
2002,2,8399,2
2003,3,10220,2
2003,2,10220,2
2004,3,12226,2
2004,2,12226,2
2005,3,13961,2
2005,2,13961,2
2006,3,15896,2
2006,2,15896,2
2007,3,19273,2
2007,2,19273,2
2008,3,23811,2
2008,2,23811,2
2009,3,20748,2
2009,2,20748,2
2010,3,20862,2
2010,2,20862,2
2011,3,23010,2
2012,3,20898,2
2013,3,21073,2
2014,3,20859,2
2015,3,18703,2
2016,3,19505,2
1994,2,32034,2
1995,2,37841,2
1996,2,38158,2
1997,2,35148,2
1998,2,35710,2
1999,2,35763,2
2000,2,32841,2
2001,3,32837,2
2001,2,32837,2
2002,3,35435,2
2002,2,35435,2
2003,3,43129,2
2003,2,43129,2
